country,country_code,year_week,source,new_cases,number_sequenced,percent_cases_sequenced,valid_denominator,variant,number_detections_variant,number_sequenced_known_variant,percent_variant
Bulgaria,BG,2021-28,GISAID,503,78,15.5,Yes,B.1.617.1,0,78,0
Croatia,HR,2021-28,GISAID,772,183,23.7,Yes,B.1.617.1,0,183,0
Cyprus,CY,2021-28,GISAID,8225,0,0,Yes,B.1.617.1,0,0,
Czechia,CZ,2021-28,GISAID,1599,299,18.7,Yes,B.1.617.1,0,297,0
Denmark,DK,2021-28,GISAID,6873,5973,86.9,Yes,B.1.617.1,0,5973,0
Denmark,DK,2021-28,TESSy,6873,6266,91.2,Yes,B.1.617.1,3,6266,0
Estonia,EE,2021-28,GISAID,374,73,19.5,Yes,B.1.617.1,0,73,0
Finland,FI,2021-28,GISAID,2074,662,31.9,Yes,B.1.617.1,0,659,0
Finland,FI,2021-28,TESSy,2074,787,37.9,Yes,B.1.617.1,1,787,0.1
France,FR,2021-28,GISAID,55091,4846,8.8,Yes,B.1.617.1,0,4830,0
Germany,DE,2021-28,GISAID,8738,1779,20.4,Yes,B.1.617.1,0,1779,0
Greece,EL,2021-28,GISAID,18503,0,0,Yes,B.1.617.1,0,0,
Hungary,HU,2021-28,GISAID,325,0,0,Yes,B.1.617.1,0,0,
Iceland,IS,2021-28,GISAID,43,95,100,Yes,B.1.617.1,0,94,0
Ireland,IE,2021-28,GISAID,6308,1386,22,Yes,B.1.617.1,0,1386,0
Italy,IT,2021-28,GISAID,16182,1920,11.9,Yes,B.1.617.1,0,1839,0
Italy,IT,2021-28,TESSy,16182,2933,18.1,Yes,B.1.617.1,28,2933,1
Latvia,LV,2021-28,GISAID,260,0,0,Yes,B.1.617.1,0,0,
Liechtenstein,LI,2021-28,GISAID,11,2,18.2,Yes,B.1.617.1,0,2,0
Lithuania,LT,2021-28,GISAID,612,321,52.5,Yes,B.1.617.1,0,318,0
Luxembourg,LU,2021-28,GISAID,749,429,57.3,Yes,B.1.617.1,0,429,0
Malta,MT,2021-28,GISAID,1439,0,0,Yes,B.1.617.1,0,0,
Netherlands,NL,2021-28,GISAID,70112,2598,3.7,Yes,B.1.617.1,0,2598,0
Norway,NO,2021-28,GISAID,1142,427,37.4,Yes,B.1.617.1,0,425,0
Poland,PL,2021-28,GISAID,626,107,17.1,Yes,B.1.617.1,0,107,0
Portugal,PT,2021-28,GISAID,22784,761,3.3,Yes,B.1.617.1,0,761,0
Romania,RO,2021-28,GISAID,403,29,7.2,Yes,B.1.617.1,0,29,0
Slovakia,SK,2021-28,GISAID,262,117,44.7,Yes,B.1.617.1,0,117,0
Slovenia,SI,2021-28,GISAID,382,338,88.5,Yes,B.1.617.1,0,329,0
Spain,ES,2021-28,GISAID,190726,2419,1.3,Yes,B.1.617.1,0,2383,0
Spain,ES,2021-28,TESSy,190726,3980,2.1,Yes,B.1.617.1,4,3872,0.1
Sweden,SE,2021-28,GISAID,1881,1534,81.6,Yes,B.1.617.1,0,1524,0
Austria,AT,2021-28,GISAID,2067,1086,52.5,Yes,B.1.617.2,434,439,98.9
Austria,AT,2021-28,TESSy,2067,1748,84.6,Yes,B.1.617.2,1561,1748,89.3
Belgium,BE,2021-28,GISAID,9540,1201,12.6,Yes,B.1.617.2,1054,1199,87.9
Belgium,BE,2021-28,TESSy,9540,2073,21.7,Yes,B.1.617.2,1885,2073,90.9
Bulgaria,BG,2021-28,GISAID,503,78,15.5,Yes,B.1.617.2,71,78,91
Bulgaria,BG,2021-28,TESSy,503,81,16.1,Yes,B.1.617.2,22,81,27.2
Croatia,HR,2021-28,GISAID,772,183,23.7,Yes,B.1.617.2,169,183,92.3
Croatia,HR,2021-28,TESSy,772,142,18.4,Yes,B.1.617.2,122,142,85.9
Cyprus,CY,2021-28,GISAID,8225,0,0,Yes,B.1.617.2,0,0,
Cyprus,CY,2021-28,TESSy,8225,54,0.7,Yes,B.1.617.2,54,54,100
Czechia,CZ,2021-28,GISAID,1599,299,18.7,Yes,B.1.617.2,293,297,98.7
Czechia,CZ,2021-28,TESSy,1599,270,16.9,Yes,B.1.617.2,248,270,91.9
Denmark,DK,2021-28,GISAID,6873,5973,86.9,Yes,B.1.617.2,5647,5973,94.5
Denmark,DK,2021-28,TESSy,6873,6266,91.2,Yes,B.1.617.2,5742,6266,91.6
Estonia,EE,2021-28,GISAID,374,73,19.5,Yes,B.1.617.2,71,73,97.3
Estonia,EE,2021-28,TESSy,374,89,23.8,Yes,B.1.617.2,73,89,82
Finland,FI,2021-28,GISAID,2074,662,31.9,Yes,B.1.617.2,652,659,98.9
Finland,FI,2021-28,TESSy,2074,787,37.9,Yes,B.1.617.2,778,787,98.9
France,FR,2021-28,GISAID,55091,4846,8.8,Yes,B.1.617.2,4411,4830,91.3
France,FR,2021-28,TESSy,55091,15590,28.3,Yes,B.1.617.2,13490,14747,91.5
Germany,DE,2021-28,GISAID,8738,1779,20.4,Yes,B.1.617.2,1639,1779,92.1
Germany,DE,2021-28,TESSy,8738,1058,12.1,Yes,B.1.617.2,982,1058,92.8
Greece,EL,2021-28,GISAID,18503,0,0,Yes,B.1.617.2,0,0,
Greece,EL,2021-28,TESSy,18503,2260,12.2,Yes,B.1.617.2,1711,2260,75.7
Hungary,HU,2021-28,GISAID,325,0,0,Yes,B.1.617.2,0,0,
Hungary,HU,2021-28,TESSy,325,129,39.7,Yes,B.1.617.2,2,129,1.6
Iceland,IS,2021-28,GISAID,43,95,100,Yes,B.1.617.2,94,94,100
Iceland,IS,2021-28,TESSy,43,96,100,Yes,B.1.617.2,95,96,99
Ireland,IE,2021-28,GISAID,6308,1386,22,Yes,B.1.617.2,1316,1386,94.9
Ireland,IE,2021-28,TESSy,6308,1376,21.8,Yes,B.1.617.2,1298,1376,94.3
Italy,IT,2021-28,GISAID,16182,1920,11.9,Yes,B.1.617.2,1631,1839,88.7
Italy,IT,2021-28,TESSy,16182,2933,18.1,Yes,B.1.617.2,2545,2933,86.8
Latvia,LV,2021-28,GISAID,260,0,0,Yes,B.1.617.2,0,0,
Latvia,LV,2021-28,TESSy,260,232,89.2,Yes,B.1.617.2,185,228,81.1
Liechtenstein,LI,2021-28,GISAID,11,2,18.2,Yes,B.1.617.2,2,2,100
Lithuania,LT,2021-28,GISAID,612,321,52.5,Yes,B.1.617.2,300,318,94.3
Lithuania,LT,2021-28,TESSy,612,394,64.4,Yes,B.1.617.2,302,394,76.6
Luxembourg,LU,2021-28,GISAID,749,429,57.3,Yes,B.1.617.2,229,429,53.4
Luxembourg,LU,2021-28,TESSy,749,353,47.1,Yes,B.1.617.2,185,353,52.4
Malta,MT,2021-28,GISAID,1439,0,0,Yes,B.1.617.2,0,0,
Malta,MT,2021-28,TESSy,1439,3,0.2,Yes,B.1.617.2,3,3,100
Netherlands,NL,2021-28,GISAID,70112,2598,3.7,Yes,B.1.617.2,2453,2598,94.4
Netherlands,NL,2021-28,TESSy,70112,2254,3.2,Yes,B.1.617.2,2056,2254,91.2
Norway,NO,2021-28,GISAID,1142,427,37.4,Yes,B.1.617.2,338,425,79.5
Norway,NO,2021-28,TESSy,1142,864,75.7,Yes,B.1.617.2,565,864,65.4
Poland,PL,2021-28,GISAID,626,107,17.1,Yes,B.1.617.2,90,107,84.1
Poland,PL,2021-28,TESSy,626,88,14.1,Yes,B.1.617.2,75,88,85.2
Portugal,PT,2021-28,GISAID,22784,761,3.3,Yes,B.1.617.2,749,761,98.4
Portugal,PT,2021-28,TESSy,22784,761,3.3,Yes,B.1.617.2,749,761,98.4
Romania,RO,2021-28,GISAID,403,29,7.2,Yes,B.1.617.2,24,29,82.8
Romania,RO,2021-28,TESSy,403,55,13.6,Yes,B.1.617.2,14,55,25.5
Slovakia,SK,2021-28,GISAID,262,117,44.7,Yes,B.1.617.2,99,117,84.6
Slovakia,SK,2021-28,TESSy,262,113,43.1,Yes,B.1.617.2,97,113,85.8
Slovenia,SI,2021-28,GISAID,382,338,88.5,Yes,B.1.617.2,309,329,93.9
Slovenia,SI,2021-28,TESSy,382,347,90.8,Yes,B.1.617.2,317,347,91.4
Spain,ES,2021-28,GISAID,190726,2419,1.3,Yes,B.1.617.2,1955,2383,82
Spain,ES,2021-28,TESSy,190726,3980,2.1,Yes,B.1.617.2,3109,3872,80.3
Sweden,SE,2021-28,GISAID,1881,1534,81.6,Yes,B.1.617.2,1408,1524,92.4
Sweden,SE,2021-28,TESSy,1881,1318,70.1,Yes,B.1.617.2,1213,1318,92
Austria,AT,2021-28,GISAID,2067,1086,52.5,Yes,B.1.617.3,0,439,0
Belgium,BE,2021-28,GISAID,9540,1201,12.6,Yes,B.1.617.3,0,1199,0
Bulgaria,BG,2021-28,GISAID,503,78,15.5,Yes,B.1.617.3,0,78,0
Croatia,HR,2021-28,GISAID,772,183,23.7,Yes,B.1.617.3,0,183,0
Cyprus,CY,2021-28,GISAID,8225,0,0,Yes,B.1.617.3,0,0,
Czechia,CZ,2021-28,GISAID,1599,299,18.7,Yes,B.1.617.3,0,297,0
Denmark,DK,2021-28,GISAID,6873,5973,86.9,Yes,B.1.617.3,0,5973,0
Estonia,EE,2021-28,GISAID,374,73,19.5,Yes,B.1.617.3,0,73,0
Finland,FI,2021-28,GISAID,2074,662,31.9,Yes,B.1.617.3,0,659,0
France,FR,2021-28,GISAID,55091,4846,8.8,Yes,B.1.617.3,0,4830,0
France,FR,2021-28,TESSy,55091,15590,28.3,Yes,B.1.617.3,8,14747,0.1
Germany,DE,2021-28,GISAID,8738,1779,20.4,Yes,B.1.617.3,0,1779,0
Greece,EL,2021-28,GISAID,18503,0,0,Yes,B.1.617.3,0,0,
Hungary,HU,2021-28,GISAID,325,0,0,Yes,B.1.617.3,0,0,
Iceland,IS,2021-28,GISAID,43,95,100,Yes,B.1.617.3,0,94,0
Ireland,IE,2021-28,GISAID,6308,1386,22,Yes,B.1.617.3,0,1386,0
Italy,IT,2021-28,GISAID,16182,1920,11.9,Yes,B.1.617.3,0,1839,0
Latvia,LV,2021-28,GISAID,260,0,0,Yes,B.1.617.3,0,0,
Liechtenstein,LI,2021-28,GISAID,11,2,18.2,Yes,B.1.617.3,0,2,0
Lithuania,LT,2021-28,GISAID,612,321,52.5,Yes,B.1.617.3,0,318,0
Luxembourg,LU,2021-28,GISAID,749,429,57.3,Yes,B.1.617.3,0,429,0
Malta,MT,2021-28,GISAID,1439,0,0,Yes,B.1.617.3,0,0,
Netherlands,NL,2021-28,GISAID,70112,2598,3.7,Yes,B.1.617.3,0,2598,0
Norway,NO,2021-28,GISAID,1142,427,37.4,Yes,B.1.617.3,0,425,0
Poland,PL,2021-28,GISAID,626,107,17.1,Yes,B.1.617.3,0,107,0
Portugal,PT,2021-28,GISAID,22784,761,3.3,Yes,B.1.617.3,0,761,0
Romania,RO,2021-28,GISAID,403,29,7.2,Yes,B.1.617.3,0,29,0
Slovakia,SK,2021-28,GISAID,262,117,44.7,Yes,B.1.617.3,0,117,0
Slovenia,SI,2021-28,GISAID,382,338,88.5,Yes,B.1.617.3,0,329,0
Spain,ES,2021-28,GISAID,190726,2419,1.3,Yes,B.1.617.3,0,2383,0
Spain,ES,2021-28,TESSy,190726,3980,2.1,Yes,B.1.617.3,2,3872,0.1
Sweden,SE,2021-28,GISAID,1881,1534,81.6,Yes,B.1.617.3,0,1524,0
Austria,AT,2021-28,GISAID,2067,1086,52.5,Yes,B.1.620,0,439,0
Belgium,BE,2021-28,GISAID,9540,1201,12.6,Yes,B.1.620,0,1199,0
Bulgaria,BG,2021-28,GISAID,503,78,15.5,Yes,B.1.620,0,78,0
Croatia,HR,2021-28,GISAID,772,183,23.7,Yes,B.1.620,0,183,0
Cyprus,CY,2021-28,GISAID,8225,0,0,Yes,B.1.620,0,0,
Czechia,CZ,2021-28,GISAID,1599,299,18.7,Yes,B.1.620,0,297,0
Denmark,DK,2021-28,GISAID,6873,5973,86.9,Yes,B.1.620,0,5973,0
Estonia,EE,2021-28,GISAID,374,73,19.5,Yes,B.1.620,0,73,0
Finland,FI,2021-28,GISAID,2074,662,31.9,Yes,B.1.620,0,659,0
France,FR,2021-28,GISAID,55091,4846,8.8,Yes,B.1.620,5,4830,0.1
France,FR,2021-28,TESSy,55091,15590,28.3,Yes,B.1.620,14,14747,0.1
Germany,DE,2021-28,GISAID,8738,1779,20.4,Yes,B.1.620,0,1779,0
Germany,DE,2021-28,TESSy,8738,1058,12.1,Yes,B.1.620,1,1058,0.1
Greece,EL,2021-28,GISAID,18503,0,0,Yes,B.1.620,0,0,
Hungary,HU,2021-28,GISAID,325,0,0,Yes,B.1.620,0,0,
Iceland,IS,2021-28,GISAID,43,95,100,Yes,B.1.620,0,94,0
Ireland,IE,2021-28,GISAID,6308,1386,22,Yes,B.1.620,0,1386,0
Italy,IT,2021-28,GISAID,16182,1920,11.9,Yes,B.1.620,0,1839,0
Latvia,LV,2021-28,GISAID,260,0,0,Yes,B.1.620,0,0,
Liechtenstein,LI,2021-28,GISAID,11,2,18.2,Yes,B.1.620,0,2,0
Lithuania,LT,2021-28,GISAID,612,321,52.5,Yes,B.1.620,0,318,0
Luxembourg,LU,2021-28,GISAID,749,429,57.3,Yes,B.1.620,0,429,0
Malta,MT,2021-28,GISAID,1439,0,0,Yes,B.1.620,0,0,
Netherlands,NL,2021-28,GISAID,70112,2598,3.7,Yes,B.1.620,0,2598,0
Norway,NO,2021-28,GISAID,1142,427,37.4,Yes,B.1.620,0,425,0
Poland,PL,2021-28,GISAID,626,107,17.1,Yes,B.1.620,0,107,0
Portugal,PT,2021-28,GISAID,22784,761,3.3,Yes,B.1.620,0,761,0
Romania,RO,2021-28,GISAID,403,29,7.2,Yes,B.1.620,0,29,0
Slovakia,SK,2021-28,GISAID,262,117,44.7,Yes,B.1.620,0,117,0
Slovenia,SI,2021-28,GISAID,382,338,88.5,Yes,B.1.620,0,329,0
Spain,ES,2021-28,GISAID,190726,2419,1.3,Yes,B.1.620,0,2383,0
Sweden,SE,2021-28,GISAID,1881,1534,81.6,Yes,B.1.620,0,1524,0
Austria,AT,2021-28,GISAID,2067,1086,52.5,Yes,B.1.621,0,439,0
Belgium,BE,2021-28,GISAID,9540,1201,12.6,Yes,B.1.621,2,1199,0.2
Bulgaria,BG,2021-28,GISAID,503,78,15.5,Yes,B.1.621,0,78,0
Croatia,HR,2021-28,GISAID,772,183,23.7,Yes,B.1.621,0,183,0
Cyprus,CY,2021-28,GISAID,8225,0,0,Yes,B.1.621,0,0,
Czechia,CZ,2021-28,GISAID,1599,299,18.7,Yes,B.1.621,0,297,0
Denmark,DK,2021-28,GISAID,6873,5973,86.9,Yes,B.1.621,1,5973,0
Denmark,DK,2021-28,TESSy,6873,6266,91.2,Yes,B.1.621,5,6266,0.1
Estonia,EE,2021-28,GISAID,374,73,19.5,Yes,B.1.621,0,73,0
Finland,FI,2021-28,GISAID,2074,662,31.9,Yes,B.1.621,0,659,0
France,FR,2021-28,GISAID,55091,4846,8.8,Yes,B.1.621,1,4830,0
France,FR,2021-28,TESSy,55091,15590,28.3,Yes,B.1.621,16,14747,0.1
Germany,DE,2021-28,GISAID,8738,1779,20.4,Yes,B.1.621,0,1779,0
Greece,EL,2021-28,GISAID,18503,0,0,Yes,B.1.621,0,0,
Greece,EL,2021-28,TESSy,18503,2260,12.2,Yes,B.1.621,1,2260,0
Hungary,HU,2021-28,GISAID,325,0,0,Yes,B.1.621,0,0,
Iceland,IS,2021-28,GISAID,43,95,100,Yes,B.1.621,0,94,0
Iceland,IS,2021-28,TESSy,43,96,100,Yes,B.1.621,1,96,1
Ireland,IE,2021-28,GISAID,6308,1386,22,Yes,B.1.621,0,1386,0
Italy,IT,2021-28,GISAID,16182,1920,11.9,Yes,B.1.621,0,1839,0
Latvia,LV,2021-28,GISAID,260,0,0,Yes,B.1.621,0,0,
Liechtenstein,LI,2021-28,GISAID,11,2,18.2,Yes,B.1.621,0,2,0
Lithuania,LT,2021-28,GISAID,612,321,52.5,Yes,B.1.621,0,318,0
Luxembourg,LU,2021-28,GISAID,749,429,57.3,Yes,B.1.621,0,429,0
Malta,MT,2021-28,GISAID,1439,0,0,Yes,B.1.621,0,0,
Netherlands,NL,2021-28,GISAID,70112,2598,3.7,Yes,B.1.621,0,2598,0
Norway,NO,2021-28,GISAID,1142,427,37.4,Yes,B.1.621,0,425,0
Poland,PL,2021-28,GISAID,626,107,17.1,Yes,B.1.621,2,107,1.9
Poland,PL,2021-28,TESSy,626,88,14.1,Yes,B.1.621,1,88,1.1
Portugal,PT,2021-28,GISAID,22784,761,3.3,Yes,B.1.621,0,761,0
Romania,RO,2021-28,GISAID,403,29,7.2,Yes,B.1.621,0,29,0
Slovakia,SK,2021-28,GISAID,262,117,44.7,Yes,B.1.621,1,117,0.9
Slovakia,SK,2021-28,TESSy,262,113,43.1,Yes,B.1.621,1,113,0.9
Slovenia,SI,2021-28,GISAID,382,338,88.5,Yes,B.1.621,0,329,0
Spain,ES,2021-28,GISAID,190726,2419,1.3,Yes,B.1.621,37,2383,1.6
Spain,ES,2021-28,TESSy,190726,3980,2.1,Yes,B.1.621,64,3872,1.7
Sweden,SE,2021-28,GISAID,1881,1534,81.6,Yes,B.1.621,1,1524,0.1
Austria,AT,2021-28,GISAID,2067,1086,52.5,Yes,C.1.2,0,439,0
Belgium,BE,2021-28,GISAID,9540,1201,12.6,Yes,C.1.2,0,1199,0
Bulgaria,BG,2021-28,GISAID,503,78,15.5,Yes,C.1.2,0,78,0
Croatia,HR,2021-28,GISAID,772,183,23.7,Yes,C.1.2,0,183,0
Cyprus,CY,2021-28,GISAID,8225,0,0,Yes,C.1.2,0,0,
Czechia,CZ,2021-28,GISAID,1599,299,18.7,Yes,C.1.2,0,297,0
Denmark,DK,2021-28,GISAID,6873,5973,86.9,Yes,C.1.2,0,5973,0
Estonia,EE,2021-28,GISAID,374,73,19.5,Yes,C.1.2,0,73,0
Finland,FI,2021-28,GISAID,2074,662,31.9,Yes,C.1.2,0,659,0
France,FR,2021-28,GISAID,55091,4846,8.8,Yes,C.1.2,0,4830,0
Germany,DE,2021-28,GISAID,8738,1779,20.4,Yes,C.1.2,0,1779,0
Greece,EL,2021-28,GISAID,18503,0,0,Yes,C.1.2,0,0,
Hungary,HU,2021-28,GISAID,325,0,0,Yes,C.1.2,0,0,
Iceland,IS,2021-28,GISAID,43,95,100,Yes,C.1.2,0,94,0
Ireland,IE,2021-28,GISAID,6308,1386,22,Yes,C.1.2,0,1386,0
Italy,IT,2021-28,GISAID,16182,1920,11.9,Yes,C.1.2,0,1839,0
Latvia,LV,2021-28,GISAID,260,0,0,Yes,C.1.2,0,0,
Liechtenstein,LI,2021-28,GISAID,11,2,18.2,Yes,C.1.2,0,2,0
Lithuania,LT,2021-28,GISAID,612,321,52.5,Yes,C.1.2,0,318,0
Luxembourg,LU,2021-28,GISAID,749,429,57.3,Yes,C.1.2,0,429,0
Malta,MT,2021-28,GISAID,1439,0,0,Yes,C.1.2,0,0,
Netherlands,NL,2021-28,GISAID,70112,2598,3.7,Yes,C.1.2,0,2598,0
Norway,NO,2021-28,GISAID,1142,427,37.4,Yes,C.1.2,0,425,0
Poland,PL,2021-28,GISAID,626,107,17.1,Yes,C.1.2,1,107,0.9
Portugal,PT,2021-28,GISAID,22784,761,3.3,Yes,C.1.2,0,761,0
Romania,RO,2021-28,GISAID,403,29,7.2,Yes,C.1.2,0,29,0
Slovakia,SK,2021-28,GISAID,262,117,44.7,Yes,C.1.2,0,117,0
Slovenia,SI,2021-28,GISAID,382,338,88.5,Yes,C.1.2,0,329,0
Spain,ES,2021-28,GISAID,190726,2419,1.3,Yes,C.1.2,0,2383,0
Sweden,SE,2021-28,GISAID,1881,1534,81.6,Yes,C.1.2,0,1524,0
Austria,AT,2021-28,GISAID,2067,1086,52.5,Yes,C.37,0,439,0
Belgium,BE,2021-28,GISAID,9540,1201,12.6,Yes,C.37,3,1199,0.3
Belgium,BE,2021-28,TESSy,9540,2073,21.7,Yes,C.37,3,2073,0.1
Bulgaria,BG,2021-28,GISAID,503,78,15.5,Yes,C.37,0,78,0
Croatia,HR,2021-28,GISAID,772,183,23.7,Yes,C.37,0,183,0
Cyprus,CY,2021-28,GISAID,8225,0,0,Yes,C.37,0,0,
Czechia,CZ,2021-28,GISAID,1599,299,18.7,Yes,C.37,0,297,0
Denmark,DK,2021-28,GISAID,6873,5973,86.9,Yes,C.37,0,5973,0
Estonia,EE,2021-28,GISAID,374,73,19.5,Yes,C.37,0,73,0
Finland,FI,2021-28,GISAID,2074,662,31.9,Yes,C.37,0,659,0
France,FR,2021-28,GISAID,55091,4846,8.8,Yes,C.37,9,4830,0.2
France,FR,2021-28,TESSy,55091,15590,28.3,Yes,C.37,6,14747,0
Germany,DE,2021-28,GISAID,8738,1779,20.4,Yes,C.37,2,1779,0.1
Greece,EL,2021-28,GISAID,18503,0,0,Yes,C.37,0,0,
Hungary,HU,2021-28,GISAID,325,0,0,Yes,C.37,0,0,
Iceland,IS,2021-28,GISAID,43,95,100,Yes,C.37,0,94,0
Ireland,IE,2021-28,GISAID,6308,1386,22,Yes,C.37,0,1386,0
Italy,IT,2021-28,GISAID,16182,1920,11.9,Yes,C.37,1,1839,0.1
Latvia,LV,2021-28,GISAID,260,0,0,Yes,C.37,0,0,
Liechtenstein,LI,2021-28,GISAID,11,2,18.2,Yes,C.37,0,2,0
Lithuania,LT,2021-28,GISAID,612,321,52.5,Yes,C.37,0,318,0
Luxembourg,LU,2021-28,GISAID,749,429,57.3,Yes,C.37,0,429,0
Malta,MT,2021-28,GISAID,1439,0,0,Yes,C.37,0,0,
Netherlands,NL,2021-28,GISAID,70112,2598,3.7,Yes,C.37,0,2598,0
Norway,NO,2021-28,GISAID,1142,427,37.4,Yes,C.37,0,425,0
Poland,PL,2021-28,GISAID,626,107,17.1,Yes,C.37,0,107,0
Portugal,PT,2021-28,GISAID,22784,761,3.3,Yes,C.37,0,761,0
Romania,RO,2021-28,GISAID,403,29,7.2,Yes,C.37,0,29,0
Slovakia,SK,2021-28,GISAID,262,117,44.7,Yes,C.37,0,117,0
Slovenia,SI,2021-28,GISAID,382,338,88.5,Yes,C.37,0,329,0
Spain,ES,2021-28,GISAID,190726,2419,1.3,Yes,C.37,23,2383,1
Spain,ES,2021-28,TESSy,190726,3980,2.1,Yes,C.37,10,3872,0.3
Sweden,SE,2021-28,GISAID,1881,1534,81.6,Yes,C.37,1,1524,0.1
Austria,AT,2021-28,GISAID,2067,1086,52.5,Yes,Other,0,439,0
Austria,AT,2021-28,TESSy,2067,1748,84.6,Yes,Other,17,1748,1
Belgium,BE,2021-28,GISAID,9540,1201,12.6,Yes,Other,4,1199,0.3
Belgium,BE,2021-28,TESSy,9540,2073,21.7,Yes,Other,12,2073,0.6
Bulgaria,BG,2021-28,GISAID,503,78,15.5,Yes,Other,0,78,0
Bulgaria,BG,2021-28,TESSy,503,81,16.1,Yes,Other,2,81,2.5
Croatia,HR,2021-28,GISAID,772,183,23.7,Yes,Other,1,183,0.5
Croatia,HR,2021-28,TESSy,772,142,18.4,Yes,Other,1,142,0.7
Cyprus,CY,2021-28,GISAID,8225,0,0,Yes,Other,0,0,
Czechia,CZ,2021-28,GISAID,1599,299,18.7,Yes,Other,1,297,0.3
Czechia,CZ,2021-28,TESSy,1599,270,16.9,Yes,Other,18,270,6.7
Denmark,DK,2021-28,GISAID,6873,5973,86.9,Yes,Other,1,5973,0
Denmark,DK,2021-28,TESSy,6873,6266,91.2,Yes,Other,89,6266,1.4
Estonia,EE,2021-28,GISAID,374,73,19.5,Yes,Other,0,73,0
Estonia,EE,2021-28,TESSy,374,89,23.8,Yes,Other,4,89,4.5
Finland,FI,2021-28,GISAID,2074,662,31.9,Yes,Other,1,659,0.2
Finland,FI,2021-28,TESSy,2074,787,37.9,Yes,Other,1,787,0.1
France,FR,2021-28,GISAID,55091,4846,8.8,Yes,Other,26,4830,0.5
France,FR,2021-28,TESSy,55091,15590,28.3,Yes,Other,42,14747,0.3
Germany,DE,2021-28,GISAID,8738,1779,20.4,Yes,Other,20,1779,1.1
Greece,EL,2021-28,GISAID,18503,0,0,Yes,Other,0,0,
Greece,EL,2021-28,TESSy,18503,2260,12.2,Yes,Other,98,2260,4.3
Hungary,HU,2021-28,GISAID,325,0,0,Yes,Other,0,0,
Hungary,HU,2021-28,TESSy,325,129,39.7,Yes,Other,36,129,27.9
Iceland,IS,2021-28,GISAID,43,95,100,Yes,Other,0,94,0
Ireland,IE,2021-28,GISAID,6308,1386,22,Yes,Other,4,1386,0.3
Ireland,IE,2021-28,TESSy,6308,1376,21.8,Yes,Other,6,1376,0.4
Italy,IT,2021-28,GISAID,16182,1920,11.9,Yes,Other,28,1839,1.5
Italy,IT,2021-28,TESSy,16182,2933,18.1,Yes,Other,129,2933,4.4
Latvia,LV,2021-28,GISAID,260,0,0,Yes,Other,0,0,
Latvia,LV,2021-28,TESSy,260,232,89.2,Yes,Other,8,228,3.5
Liechtenstein,LI,2021-28,GISAID,11,2,18.2,Yes,Other,0,2,0
Lithuania,LT,2021-28,GISAID,612,321,52.5,Yes,Other,1,318,0.3
Lithuania,LT,2021-28,TESSy,612,394,64.4,Yes,Other,47,394,11.9
Luxembourg,LU,2021-28,GISAID,749,429,57.3,Yes,Other,1,429,0.2
Malta,MT,2021-28,GISAID,1439,0,0,Yes,Other,0,0,
Netherlands,NL,2021-28,GISAID,70112,2598,3.7,Yes,Other,2,2598,0.1
Netherlands,NL,2021-28,TESSy,70112,2254,3.2,Yes,Other,24,2254,1.1
Norway,NO,2021-28,GISAID,1142,427,37.4,Yes,Other,7,425,1.6
Norway,NO,2021-28,TESSy,1142,864,75.7,Yes,Other,124,864,14.4
Poland,PL,2021-28,GISAID,626,107,17.1,Yes,Other,4,107,3.7
Poland,PL,2021-28,TESSy,626,88,14.1,Yes,Other,5,88,5.7
Portugal,PT,2021-28,GISAID,22784,761,3.3,Yes,Other,1,761,0.1
Portugal,PT,2021-28,TESSy,22784,761,3.3,Yes,Other,1,761,0.1
Romania,RO,2021-28,GISAID,403,29,7.2,Yes,Other,0,29,0
Romania,RO,2021-28,TESSy,403,55,13.6,Yes,Other,9,55,16.4
Slovakia,SK,2021-28,GISAID,262,117,44.7,Yes,Other,1,117,0.9
Slovenia,SI,2021-28,GISAID,382,338,88.5,Yes,Other,5,329,1.5
Slovenia,SI,2021-28,TESSy,382,347,90.8,Yes,Other,4,347,1.2
Spain,ES,2021-28,GISAID,190726,2419,1.3,Yes,Other,9,2383,0.4
Spain,ES,2021-28,TESSy,190726,3980,2.1,Yes,Other,107,3872,2.8
Sweden,SE,2021-28,GISAID,1881,1534,81.6,Yes,Other,8,1524,0.5
Austria,AT,2021-28,GISAID,2067,1086,52.5,Yes,P.1,0,439,0
Austria,AT,2021-28,TESSy,2067,1748,84.6,Yes,P.1,1,1748,0.1
Belgium,BE,2021-28,GISAID,9540,1201,12.6,Yes,P.1,39,1199,3.3
Belgium,BE,2021-28,TESSy,9540,2073,21.7,Yes,P.1,48,2073,2.3
Bulgaria,BG,2021-28,GISAID,503,78,15.5,Yes,P.1,0,78,0
Croatia,HR,2021-28,GISAID,772,183,23.7,Yes,P.1,0,183,0
Croatia,HR,2021-28,TESSy,772,142,18.4,Yes,P.1,2,142,1.4
Cyprus,CY,2021-28,GISAID,8225,0,0,Yes,P.1,0,0,
Czechia,CZ,2021-28,GISAID,1599,299,18.7,Yes,P.1,0,297,0
Denmark,DK,2021-28,GISAID,6873,5973,86.9,Yes,P.1,3,5973,0.1
Denmark,DK,2021-28,TESSy,6873,6266,91.2,Yes,P.1,3,6266,0
Estonia,EE,2021-28,GISAID,374,73,19.5,Yes,P.1,0,73,0
Finland,FI,2021-28,GISAID,2074,662,31.9,Yes,P.1,0,659,0
