country,country_code,year_week,source,new_cases,number_sequenced,percent_cases_sequenced,valid_denominator,variant,number_detections_variant,number_sequenced_known_variant,percent_variant
Iceland,IS,2021-01,GISAID,144,102,70.8,Yes,B.1.617.1,0,100,0
Ireland,IE,2021-01,GISAID,45726,140,0.3,Yes,B.1.617.1,0,140,0
Italy,IT,2021-01,GISAID,121045,383,0.3,Yes,B.1.617.1,0,356,0
Latvia,LV,2021-01,GISAID,7071,3,0,Yes,B.1.617.1,0,3,0
Liechtenstein,LI,2021-01,GISAID,124,0,0,Yes,B.1.617.1,0,0,
Lithuania,LT,2021-01,GISAID,12459,122,1,Yes,B.1.617.1,0,116,0
Luxembourg,LU,2021-01,GISAID,1065,114,10.7,Yes,B.1.617.1,0,114,0
Malta,MT,2021-01,GISAID,1299,0,0,Yes,B.1.617.1,0,0,
Netherlands,NL,2021-01,GISAID,57026,787,1.4,Yes,B.1.617.1,0,786,0
Norway,NO,2021-01,GISAID,4758,265,5.6,Yes,B.1.617.1,0,265,0
Poland,PL,2021-01,GISAID,67438,57,0.1,Yes,B.1.617.1,0,57,0
Portugal,PT,2021-01,GISAID,57670,238,0.4,Yes,B.1.617.1,0,237,0
Romania,RO,2021-01,GISAID,32842,13,0,Yes,B.1.617.1,0,13,0
Slovakia,SK,2021-01,GISAID,42888,83,0.2,Yes,B.1.617.1,0,83,0
Slovenia,SI,2021-01,GISAID,11716,120,1,Yes,B.1.617.1,0,120,0
Spain,ES,2021-01,GISAID,152938,615,0.4,Yes,B.1.617.1,0,587,0
Sweden,SE,2021-01,GISAID,39455,288,0.7,Yes,B.1.617.1,0,287,0
Austria,AT,2021-01,GISAID,15133,159,1.1,Yes,B.1.617.2,0,130,0
Belgium,BE,2021-01,GISAID,14920,287,1.9,Yes,B.1.617.2,0,287,0
Bulgaria,BG,2021-01,GISAID,5460,56,1,Yes,B.1.617.2,0,56,0
Croatia,HR,2021-01,GISAID,7265,11,0.2,Yes,B.1.617.2,0,11,0
Cyprus,CY,2021-01,GISAID,3100,0,0,Yes,B.1.617.2,0,0,
Czechia,CZ,2021-01,GISAID,88893,201,0.2,Yes,B.1.617.2,0,200,0
Denmark,DK,2021-01,GISAID,14014,4139,29.5,Yes,B.1.617.2,0,4139,0
Estonia,EE,2021-01,GISAID,4284,4,0.1,Yes,B.1.617.2,0,4,0
Finland,FI,2021-01,GISAID,1671,124,7.4,Yes,B.1.617.2,0,122,0
France,FR,2021-01,GISAID,123772,646,0.5,Yes,B.1.617.2,0,640,0
Germany,DE,2021-01,GISAID,145511,484,0.3,Yes,B.1.617.2,0,482,0
Greece,EL,2021-01,GISAID,4639,48,1,Yes,B.1.617.2,0,48,0
Hungary,HU,2021-01,GISAID,14805,8,0.1,Yes,B.1.617.2,0,8,0
Iceland,IS,2021-01,GISAID,144,102,70.8,Yes,B.1.617.2,0,100,0
Ireland,IE,2021-01,GISAID,45726,140,0.3,Yes,B.1.617.2,0,140,0
Italy,IT,2021-01,GISAID,121045,383,0.3,Yes,B.1.617.2,5,356,1.4
Italy,IT,2021-01,TESSy,121045,738,0.6,Yes,B.1.617.2,4,738,0.5
Latvia,LV,2021-01,GISAID,7071,3,0,Yes,B.1.617.2,0,3,0
Liechtenstein,LI,2021-01,GISAID,124,0,0,Yes,B.1.617.2,0,0,
Lithuania,LT,2021-01,GISAID,12459,122,1,Yes,B.1.617.2,0,116,0
Luxembourg,LU,2021-01,GISAID,1065,114,10.7,Yes,B.1.617.2,0,114,0
Malta,MT,2021-01,GISAID,1299,0,0,Yes,B.1.617.2,0,0,
Netherlands,NL,2021-01,GISAID,57026,787,1.4,Yes,B.1.617.2,0,786,0
Norway,NO,2021-01,GISAID,4758,265,5.6,Yes,B.1.617.2,0,265,0
Poland,PL,2021-01,GISAID,67438,57,0.1,Yes,B.1.617.2,1,57,1.8
Portugal,PT,2021-01,GISAID,57670,238,0.4,Yes,B.1.617.2,0,237,0
Romania,RO,2021-01,GISAID,32842,13,0,Yes,B.1.617.2,0,13,0
Slovakia,SK,2021-01,GISAID,42888,83,0.2,Yes,B.1.617.2,31,83,37.3
Slovenia,SI,2021-01,GISAID,11716,120,1,Yes,B.1.617.2,0,120,0
Spain,ES,2021-01,GISAID,152938,615,0.4,Yes,B.1.617.2,0,587,0
Spain,ES,2021-01,TESSy,152938,681,0.4,Yes,B.1.617.2,5,643,0.8
Sweden,SE,2021-01,GISAID,39455,288,0.7,Yes,B.1.617.2,0,287,0
Austria,AT,2021-01,GISAID,15133,159,1.1,Yes,B.1.617.3,0,130,0
Belgium,BE,2021-01,GISAID,14920,287,1.9,Yes,B.1.617.3,0,287,0
Bulgaria,BG,2021-01,GISAID,5460,56,1,Yes,B.1.617.3,0,56,0
Croatia,HR,2021-01,GISAID,7265,11,0.2,Yes,B.1.617.3,0,11,0
Cyprus,CY,2021-01,GISAID,3100,0,0,Yes,B.1.617.3,0,0,
Czechia,CZ,2021-01,GISAID,88893,201,0.2,Yes,B.1.617.3,0,200,0
Denmark,DK,2021-01,GISAID,14014,4139,29.5,Yes,B.1.617.3,0,4139,0
Estonia,EE,2021-01,GISAID,4284,4,0.1,Yes,B.1.617.3,0,4,0
Finland,FI,2021-01,GISAID,1671,124,7.4,Yes,B.1.617.3,0,122,0
France,FR,2021-01,GISAID,123772,646,0.5,Yes,B.1.617.3,0,640,0
Germany,DE,2021-01,GISAID,145511,484,0.3,Yes,B.1.617.3,0,482,0
Greece,EL,2021-01,GISAID,4639,48,1,Yes,B.1.617.3,0,48,0
Hungary,HU,2021-01,GISAID,14805,8,0.1,Yes,B.1.617.3,0,8,0
Iceland,IS,2021-01,GISAID,144,102,70.8,Yes,B.1.617.3,0,100,0
Ireland,IE,2021-01,GISAID,45726,140,0.3,Yes,B.1.617.3,0,140,0
Italy,IT,2021-01,GISAID,121045,383,0.3,Yes,B.1.617.3,0,356,0
Latvia,LV,2021-01,GISAID,7071,3,0,Yes,B.1.617.3,0,3,0
Liechtenstein,LI,2021-01,GISAID,124,0,0,Yes,B.1.617.3,0,0,
Lithuania,LT,2021-01,GISAID,12459,122,1,Yes,B.1.617.3,0,116,0
Luxembourg,LU,2021-01,GISAID,1065,114,10.7,Yes,B.1.617.3,0,114,0
Malta,MT,2021-01,GISAID,1299,0,0,Yes,B.1.617.3,0,0,
Netherlands,NL,2021-01,GISAID,57026,787,1.4,Yes,B.1.617.3,0,786,0
Norway,NO,2021-01,GISAID,4758,265,5.6,Yes,B.1.617.3,0,265,0
Poland,PL,2021-01,GISAID,67438,57,0.1,Yes,B.1.617.3,0,57,0
Portugal,PT,2021-01,GISAID,57670,238,0.4,Yes,B.1.617.3,0,237,0
Romania,RO,2021-01,GISAID,32842,13,0,Yes,B.1.617.3,0,13,0
Slovakia,SK,2021-01,GISAID,42888,83,0.2,Yes,B.1.617.3,0,83,0
Slovenia,SI,2021-01,GISAID,11716,120,1,Yes,B.1.617.3,0,120,0
Spain,ES,2021-01,GISAID,152938,615,0.4,Yes,B.1.617.3,0,587,0
Sweden,SE,2021-01,GISAID,39455,288,0.7,Yes,B.1.617.3,0,287,0
Austria,AT,2021-01,GISAID,15133,159,1.1,Yes,B.1.620,0,130,0
Belgium,BE,2021-01,GISAID,14920,287,1.9,Yes,B.1.620,0,287,0
Bulgaria,BG,2021-01,GISAID,5460,56,1,Yes,B.1.620,0,56,0
Croatia,HR,2021-01,GISAID,7265,11,0.2,Yes,B.1.620,0,11,0
Cyprus,CY,2021-01,GISAID,3100,0,0,Yes,B.1.620,0,0,
Czechia,CZ,2021-01,GISAID,88893,201,0.2,Yes,B.1.620,0,200,0
Denmark,DK,2021-01,GISAID,14014,4139,29.5,Yes,B.1.620,0,4139,0
Estonia,EE,2021-01,GISAID,4284,4,0.1,Yes,B.1.620,0,4,0
Finland,FI,2021-01,GISAID,1671,124,7.4,Yes,B.1.620,0,122,0
France,FR,2021-01,GISAID,123772,646,0.5,Yes,B.1.620,0,640,0
Germany,DE,2021-01,GISAID,145511,484,0.3,Yes,B.1.620,0,482,0
Greece,EL,2021-01,GISAID,4639,48,1,Yes,B.1.620,0,48,0
Hungary,HU,2021-01,GISAID,14805,8,0.1,Yes,B.1.620,0,8,0
Iceland,IS,2021-01,GISAID,144,102,70.8,Yes,B.1.620,0,100,0
Ireland,IE,2021-01,GISAID,45726,140,0.3,Yes,B.1.620,0,140,0
Italy,IT,2021-01,GISAID,121045,383,0.3,Yes,B.1.620,0,356,0
Latvia,LV,2021-01,GISAID,7071,3,0,Yes,B.1.620,0,3,0
Liechtenstein,LI,2021-01,GISAID,124,0,0,Yes,B.1.620,0,0,
Lithuania,LT,2021-01,GISAID,12459,122,1,Yes,B.1.620,0,116,0
Luxembourg,LU,2021-01,GISAID,1065,114,10.7,Yes,B.1.620,0,114,0
Malta,MT,2021-01,GISAID,1299,0,0,Yes,B.1.620,0,0,
Netherlands,NL,2021-01,GISAID,57026,787,1.4,Yes,B.1.620,0,786,0
Norway,NO,2021-01,GISAID,4758,265,5.6,Yes,B.1.620,0,265,0
Poland,PL,2021-01,GISAID,67438,57,0.1,Yes,B.1.620,0,57,0
Portugal,PT,2021-01,GISAID,57670,238,0.4,Yes,B.1.620,0,237,0
Romania,RO,2021-01,GISAID,32842,13,0,Yes,B.1.620,0,13,0
Slovakia,SK,2021-01,GISAID,42888,83,0.2,Yes,B.1.620,0,83,0
Slovenia,SI,2021-01,GISAID,11716,120,1,Yes,B.1.620,0,120,0
Spain,ES,2021-01,GISAID,152938,615,0.4,Yes,B.1.620,0,587,0
Sweden,SE,2021-01,GISAID,39455,288,0.7,Yes,B.1.620,0,287,0
Austria,AT,2021-01,GISAID,15133,159,1.1,Yes,B.1.621,0,130,0
Belgium,BE,2021-01,GISAID,14920,287,1.9,Yes,B.1.621,0,287,0
Bulgaria,BG,2021-01,GISAID,5460,56,1,Yes,B.1.621,0,56,0
Croatia,HR,2021-01,GISAID,7265,11,0.2,Yes,B.1.621,0,11,0
Cyprus,CY,2021-01,GISAID,3100,0,0,Yes,B.1.621,0,0,
Czechia,CZ,2021-01,GISAID,88893,201,0.2,Yes,B.1.621,0,200,0
Denmark,DK,2021-01,GISAID,14014,4139,29.5,Yes,B.1.621,0,4139,0
Estonia,EE,2021-01,GISAID,4284,4,0.1,Yes,B.1.621,0,4,0
Finland,FI,2021-01,GISAID,1671,124,7.4,Yes,B.1.621,0,122,0
France,FR,2021-01,GISAID,123772,646,0.5,Yes,B.1.621,0,640,0
Germany,DE,2021-01,GISAID,145511,484,0.3,Yes,B.1.621,0,482,0
Greece,EL,2021-01,GISAID,4639,48,1,Yes,B.1.621,0,48,0
Hungary,HU,2021-01,GISAID,14805,8,0.1,Yes,B.1.621,0,8,0
Iceland,IS,2021-01,GISAID,144,102,70.8,Yes,B.1.621,0,100,0
Ireland,IE,2021-01,GISAID,45726,140,0.3,Yes,B.1.621,0,140,0
Italy,IT,2021-01,GISAID,121045,383,0.3,Yes,B.1.621,0,356,0
Latvia,LV,2021-01,GISAID,7071,3,0,Yes,B.1.621,0,3,0
Liechtenstein,LI,2021-01,GISAID,124,0,0,Yes,B.1.621,0,0,
Lithuania,LT,2021-01,GISAID,12459,122,1,Yes,B.1.621,0,116,0
Luxembourg,LU,2021-01,GISAID,1065,114,10.7,Yes,B.1.621,0,114,0
Malta,MT,2021-01,GISAID,1299,0,0,Yes,B.1.621,0,0,
Netherlands,NL,2021-01,GISAID,57026,787,1.4,Yes,B.1.621,0,786,0
Norway,NO,2021-01,GISAID,4758,265,5.6,Yes,B.1.621,0,265,0
Poland,PL,2021-01,GISAID,67438,57,0.1,Yes,B.1.621,0,57,0
Portugal,PT,2021-01,GISAID,57670,238,0.4,Yes,B.1.621,0,237,0
Romania,RO,2021-01,GISAID,32842,13,0,Yes,B.1.621,0,13,0
Slovakia,SK,2021-01,GISAID,42888,83,0.2,Yes,B.1.621,0,83,0
Slovenia,SI,2021-01,GISAID,11716,120,1,Yes,B.1.621,0,120,0
Spain,ES,2021-01,GISAID,152938,615,0.4,Yes,B.1.621,0,587,0
Sweden,SE,2021-01,GISAID,39455,288,0.7,Yes,B.1.621,0,287,0
Austria,AT,2021-01,GISAID,15133,159,1.1,Yes,C.1.2,0,130,0
Belgium,BE,2021-01,GISAID,14920,287,1.9,Yes,C.1.2,0,287,0
Bulgaria,BG,2021-01,GISAID,5460,56,1,Yes,C.1.2,0,56,0
Croatia,HR,2021-01,GISAID,7265,11,0.2,Yes,C.1.2,0,11,0
Cyprus,CY,2021-01,GISAID,3100,0,0,Yes,C.1.2,0,0,
Czechia,CZ,2021-01,GISAID,88893,201,0.2,Yes,C.1.2,0,200,0
Denmark,DK,2021-01,GISAID,14014,4139,29.5,Yes,C.1.2,0,4139,0
Estonia,EE,2021-01,GISAID,4284,4,0.1,Yes,C.1.2,0,4,0
Finland,FI,2021-01,GISAID,1671,124,7.4,Yes,C.1.2,0,122,0
France,FR,2021-01,GISAID,123772,646,0.5,Yes,C.1.2,0,640,0
Germany,DE,2021-01,GISAID,145511,484,0.3,Yes,C.1.2,0,482,0
Greece,EL,2021-01,GISAID,4639,48,1,Yes,C.1.2,0,48,0
Hungary,HU,2021-01,GISAID,14805,8,0.1,Yes,C.1.2,0,8,0
Iceland,IS,2021-01,GISAID,144,102,70.8,Yes,C.1.2,0,100,0
Ireland,IE,2021-01,GISAID,45726,140,0.3,Yes,C.1.2,0,140,0
Italy,IT,2021-01,GISAID,121045,383,0.3,Yes,C.1.2,0,356,0
Latvia,LV,2021-01,GISAID,7071,3,0,Yes,C.1.2,0,3,0
Liechtenstein,LI,2021-01,GISAID,124,0,0,Yes,C.1.2,0,0,
Lithuania,LT,2021-01,GISAID,12459,122,1,Yes,C.1.2,0,116,0
Luxembourg,LU,2021-01,GISAID,1065,114,10.7,Yes,C.1.2,0,114,0
Malta,MT,2021-01,GISAID,1299,0,0,Yes,C.1.2,0,0,
Netherlands,NL,2021-01,GISAID,57026,787,1.4,Yes,C.1.2,0,786,0
Norway,NO,2021-01,GISAID,4758,265,5.6,Yes,C.1.2,0,265,0
Poland,PL,2021-01,GISAID,67438,57,0.1,Yes,C.1.2,0,57,0
Portugal,PT,2021-01,GISAID,57670,238,0.4,Yes,C.1.2,0,237,0
Romania,RO,2021-01,GISAID,32842,13,0,Yes,C.1.2,0,13,0
Slovakia,SK,2021-01,GISAID,42888,83,0.2,Yes,C.1.2,0,83,0
Slovenia,SI,2021-01,GISAID,11716,120,1,Yes,C.1.2,0,120,0
Spain,ES,2021-01,GISAID,152938,615,0.4,Yes,C.1.2,0,587,0
Sweden,SE,2021-01,GISAID,39455,288,0.7,Yes,C.1.2,0,287,0
Austria,AT,2021-01,GISAID,15133,159,1.1,Yes,C.37,0,130,0
Belgium,BE,2021-01,GISAID,14920,287,1.9,Yes,C.37,0,287,0
Bulgaria,BG,2021-01,GISAID,5460,56,1,Yes,C.37,0,56,0
Croatia,HR,2021-01,GISAID,7265,11,0.2,Yes,C.37,0,11,0
Cyprus,CY,2021-01,GISAID,3100,0,0,Yes,C.37,0,0,
Czechia,CZ,2021-01,GISAID,88893,201,0.2,Yes,C.37,0,200,0
Denmark,DK,2021-01,GISAID,14014,4139,29.5,Yes,C.37,0,4139,0
Estonia,EE,2021-01,GISAID,4284,4,0.1,Yes,C.37,0,4,0
Finland,FI,2021-01,GISAID,1671,124,7.4,Yes,C.37,0,122,0
France,FR,2021-01,GISAID,123772,646,0.5,Yes,C.37,0,640,0
Germany,DE,2021-01,GISAID,145511,484,0.3,Yes,C.37,0,482,0
Greece,EL,2021-01,GISAID,4639,48,1,Yes,C.37,0,48,0
Hungary,HU,2021-01,GISAID,14805,8,0.1,Yes,C.37,0,8,0
Iceland,IS,2021-01,GISAID,144,102,70.8,Yes,C.37,0,100,0
Ireland,IE,2021-01,GISAID,45726,140,0.3,Yes,C.37,0,140,0
Italy,IT,2021-01,GISAID,121045,383,0.3,Yes,C.37,0,356,0
Latvia,LV,2021-01,GISAID,7071,3,0,Yes,C.37,0,3,0
Liechtenstein,LI,2021-01,GISAID,124,0,0,Yes,C.37,0,0,
Lithuania,LT,2021-01,GISAID,12459,122,1,Yes,C.37,0,116,0
Luxembourg,LU,2021-01,GISAID,1065,114,10.7,Yes,C.37,0,114,0
Malta,MT,2021-01,GISAID,1299,0,0,Yes,C.37,0,0,
Netherlands,NL,2021-01,GISAID,57026,787,1.4,Yes,C.37,0,786,0
Norway,NO,2021-01,GISAID,4758,265,5.6,Yes,C.37,0,265,0
Poland,PL,2021-01,GISAID,67438,57,0.1,Yes,C.37,0,57,0
Portugal,PT,2021-01,GISAID,57670,238,0.4,Yes,C.37,0,237,0
Romania,RO,2021-01,GISAID,32842,13,0,Yes,C.37,0,13,0
Slovakia,SK,2021-01,GISAID,42888,83,0.2,Yes,C.37,0,83,0
Slovenia,SI,2021-01,GISAID,11716,120,1,Yes,C.37,0,120,0
Spain,ES,2021-01,GISAID,152938,615,0.4,Yes,C.37,0,587,0
Sweden,SE,2021-01,GISAID,39455,288,0.7,Yes,C.37,0,287,0
Austria,AT,2021-01,GISAID,15133,159,1.1,Yes,Other,82,130,63.1
Austria,AT,2021-01,TESSy,15133,263,1.7,Yes,Other,120,263,45.6
Belgium,BE,2021-01,GISAID,14920,287,1.9,Yes,Other,218,287,76
Bulgaria,BG,2021-01,GISAID,5460,56,1,Yes,Other,36,56,64.3
Croatia,HR,2021-01,GISAID,7265,11,0.2,Yes,Other,11,11,100
Cyprus,CY,2021-01,GISAID,3100,0,0,Yes,Other,0,0,
Cyprus,CY,2021-01,TESSy,3100,43,1.4,Yes,Other,40,43,93
Czechia,CZ,2021-01,GISAID,88893,201,0.2,Yes,Other,125,200,62.5
Czechia,CZ,2021-01,TESSy,88893,208,0.2,Yes,Other,49,208,23.6
Denmark,DK,2021-01,GISAID,14014,4139,29.5,Yes,Other,3979,4139,96.1
Estonia,EE,2021-01,GISAID,4284,4,0.1,Yes,Other,4,4,100
Estonia,EE,2021-01,TESSy,4284,2,0,Yes,Other,2,2,100
Finland,FI,2021-01,GISAID,1671,124,7.4,Yes,Other,109,122,89.3
Finland,FI,2021-01,TESSy,1671,201,12,Yes,Other,141,201,70.1
France,FR,2021-01,GISAID,123772,646,0.5,Yes,Other,430,640,67.2
Germany,DE,2021-01,GISAID,145511,484,0.3,Yes,Other,471,482,97.7
Greece,EL,2021-01,GISAID,4639,48,1,Yes,Other,39,48,81.2
Greece,EL,2021-01,TESSy,4639,121,2.6,Yes,Other,88,120,73.3
Hungary,HU,2021-01,GISAID,14805,8,0.1,Yes,Other,2,8,25
Iceland,IS,2021-01,GISAID,144,102,70.8,Yes,Other,86,100,86
Ireland,IE,2021-01,GISAID,45726,140,0.3,Yes,Other,66,140,47.1
Ireland,IE,2021-01,TESSy,45726,140,0.3,Yes,Other,68,140,48.6
Italy,IT,2021-01,GISAID,121045,383,0.3,Yes,Other,252,356,70.8
Italy,IT,2021-01,TESSy,121045,738,0.6,Yes,Other,607,738,82.2
Latvia,LV,2021-01,GISAID,7071,3,0,Yes,Other,3,3,100
Latvia,LV,2021-01,TESSy,7071,40,0.6,Yes,Other,35,40,87.5
Liechtenstein,LI,2021-01,GISAID,124,0,0,Yes,Other,0,0,
Lithuania,LT,2021-01,GISAID,12459,122,1,Yes,Other,116,116,100
Lithuania,LT,2021-01,TESSy,12459,0,0,Yes,Other,0,0,
Luxembourg,LU,2021-01,GISAID,1065,114,10.7,Yes,Other,102,114,89.5
Luxembourg,LU,2021-01,TESSy,1065,104,9.8,Yes,Other,95,104,91.3
Malta,MT,2021-01,GISAID,1299,0,0,Yes,Other,0,0,
Malta,MT,2021-01,TESSy,1299,4,0.3,No,Other,4,4,
Netherlands,NL,2021-01,GISAID,57026,787,1.4,Yes,Other,669,786,85.1
Netherlands,NL,2021-01,TESSy,57026,356,0.6,Yes,Other,311,356,87.4
Norway,NO,2021-01,GISAID,4758,265,5.6,Yes,Other,234,265,88.3
Norway,NO,2021-01,TESSy,4758,460,9.7,Yes,Other,390,460,84.8
Poland,PL,2021-01,GISAID,67438,57,0.1,Yes,Other,55,57,96.5
Poland,PL,2021-01,TESSy,67438,2,0,Yes,Other,1,2,50
Portugal,PT,2021-01,GISAID,57670,238,0.4,Yes,Other,198,237,83.5
Portugal,PT,2021-01,TESSy,57670,415,0.7,Yes,Other,78,415,18.8
Romania,RO,2021-01,GISAID,32842,13,0,Yes,Other,11,13,84.6
Romania,RO,2021-01,TESSy,32842,68,0.2,Yes,Other,64,68,94.1
Slovakia,SK,2021-01,GISAID,42888,83,0.2,Yes,Other,13,83,15.7
Slovenia,SI,2021-01,GISAID,11716,120,1,Yes,Other,119,120,99.2
Slovenia,SI,2021-01,TESSy,11716,174,1.5,Yes,Other,172,174,98.9
Spain,ES,2021-01,GISAID,152938,615,0.4,Yes,Other,331,587,56.4
Spain,ES,2021-01,TESSy,152938,681,0.4,Yes,Other,349,643,54.3
Sweden,SE,2021-01,GISAID,39455,288,0.7,Yes,Other,228,287,79.4
Sweden,SE,2021-01,TESSy,39455,344,0.9,Yes,Other,300,344,87.2
Austria,AT,2021-01,GISAID,15133,159,1.1,Yes,P.1,0,130,0
Belgium,BE,2021-01,GISAID,14920,287,1.9,Yes,P.1,0,287,0
Bulgaria,BG,2021-01,GISAID,5460,56,1,Yes,P.1,0,56,0
Croatia,HR,2021-01,GISAID,7265,11,0.2,Yes,P.1,0,11,0
Cyprus,CY,2021-01,GISAID,3100,0,0,Yes,P.1,0,0,
Czechia,CZ,2021-01,GISAID,88893,201,0.2,Yes,P.1,0,200,0
Denmark,DK,2021-01,GISAID,14014,4139,29.5,Yes,P.1,0,4139,0
Estonia,EE,2021-01,GISAID,4284,4,0.1,Yes,P.1,0,4,0
Finland,FI,2021-01,GISAID,1671,124,7.4,Yes,P.1,0,122,0
France,FR,2021-01,GISAID,123772,646,0.5,Yes,P.1,0,640,0
Germany,DE,2021-01,GISAID,145511,484,0.3,Yes,P.1,0,482,0
Greece,EL,2021-01,GISAID,4639,48,1,Yes,P.1,0,48,0
Hungary,HU,2021-01,GISAID,14805,8,0.1,Yes,P.1,0,8,0
Iceland,IS,2021-01,GISAID,144,102,70.8,Yes,P.1,0,100,0
Ireland,IE,2021-01,GISAID,45726,140,0.3,Yes,P.1,0,140,0
Italy,IT,2021-01,GISAID,121045,383,0.3,Yes,P.1,6,356,1.7
Italy,IT,2021-01,TESSy,121045,738,0.6,Yes,P.1,6,738,0.8
Latvia,LV,2021-01,GISAID,7071,3,0,Yes,P.1,0,3,0
Latvia,LV,2021-01,TESSy,7071,40,0.6,Yes,P.1,0,40,0
Liechtenstein,LI,2021-01,GISAID,124,0,0,Yes,P.1,0,0,
Lithuania,LT,2021-01,GISAID,12459,122,1,Yes,P.1,0,116,0
Lithuania,LT,2021-01,TESSy,12459,0,0,Yes,P.1,0,0,
Luxembourg,LU,2021-01,GISAID,1065,114,10.7,Yes,P.1,0,114,0
Malta,MT,2021-01,GISAID,1299,0,0,Yes,P.1,0,0,
Netherlands,NL,2021-01,GISAID,57026,787,1.4,Yes,P.1,0,786,0
Norway,NO,2021-01,GISAID,4758,265,5.6,Yes,P.1,0,265,0
Poland,PL,2021-01,GISAID,67438,57,0.1,Yes,P.1,0,57,0
Portugal,PT,2021-01,GISAID,57670,238,0.4,Yes,P.1,0,237,0
Romania,RO,2021-01,GISAID,32842,13,0,Yes,P.1,0,13,0
Romania,RO,2021-01,TESSy,32842,68,0.2,Yes,P.1,0,68,0
Slovakia,SK,2021-01,GISAID,42888,83,0.2,Yes,P.1,0,83,0
Slovenia,SI,2021-01,GISAID,11716,120,1,Yes,P.1,0,120,0
Spain,ES,2021-01,GISAID,152938,615,0.4,Yes,P.1,0,587,0
Sweden,SE,2021-01,GISAID,39455,288,0.7,Yes,P.1,0,287,0
Sweden,SE,2021-01,TESSy,39455,344,0.9,Yes,P.1,0,344,0
Austria,AT,2021-01,GISAID,15133,159,1.1,Yes,P.3,0,130,0
Belgium,BE,2021-01,GISAID,14920,287,1.9,Yes,P.3,0,287,0
Bulgaria,BG,2021-01,GISAID,5460,56,1,Yes,P.3,0,56,0
Croatia,HR,2021-01,GISAID,7265,11,0.2,Yes,P.3,0,11,0
Cyprus,CY,2021-01,GISAID,3100,0,0,Yes,P.3,0,0,
Czechia,CZ,2021-01,GISAID,88893,201,0.2,Yes,P.3,0,200,0
Denmark,DK,2021-01,GISAID,14014,4139,29.5,Yes,P.3,0,4139,0
Estonia,EE,2021-01,GISAID,4284,4,0.1,Yes,P.3,0,4,0
Finland,FI,2021-01,GISAID,1671,124,7.4,Yes,P.3,0,122,0
France,FR,2021-01,GISAID,123772,646,0.5,Yes,P.3,0,640,0
Germany,DE,2021-01,GISAID,145511,484,0.3,Yes,P.3,0,482,0
Greece,EL,2021-01,GISAID,4639,48,1,Yes,P.3,0,48,0
Hungary,HU,2021-01,GISAID,14805,8,0.1,Yes,P.3,0,8,0
Iceland,IS,2021-01,GISAID,144,102,70.8,Yes,P.3,0,100,0
Ireland,IE,2021-01,GISAID,45726,140,0.3,Yes,P.3,0,140,0
Italy,IT,2021-01,GISAID,121045,383,0.3,Yes,P.3,0,356,0
Latvia,LV,2021-01,GISAID,7071,3,0,Yes,P.3,0,3,0
Liechtenstein,LI,2021-01,GISAID,124,0,0,Yes,P.3,0,0,
Lithuania,LT,2021-01,GISAID,12459,122,1,Yes,P.3,0,116,0
Luxembourg,LU,2021-01,GISAID,1065,114,10.7,Yes,P.3,0,114,0
Malta,MT,2021-01,GISAID,1299,0,0,Yes,P.3,0,0,
Netherlands,NL,2021-01,GISAID,57026,787,1.4,Yes,P.3,0,786,0
Norway,NO,2021-01,GISAID,4758,265,5.6,Yes,P.3,0,265,0
Poland,PL,2021-01,GISAID,67438,57,0.1,Yes,P.3,0,57,0
Portugal,PT,2021-01,GISAID,57670,238,0.4,Yes,P.3,0,237,0
Romania,RO,2021-01,GISAID,32842,13,0,Yes,P.3,0,13,0
Slovakia,SK,2021-01,GISAID,42888,83,0.2,Yes,P.3,0,83,0
Slovenia,SI,2021-01,GISAID,11716,120,1,Yes,P.3,0,120,0
Spain,ES,2021-01,GISAID,152938,615,0.4,Yes,P.3,0,587,0
Sweden,SE,2021-01,GISAID,39455,288,0.7,Yes,P.3,0,287,0
Austria,AT,2021-01,GISAID,15133,159,1.1,Yes,UNK,29,,
Belgium,BE,2021-01,GISAID,14920,287,1.9,Yes,UNK,0,,
Bulgaria,BG,2021-01,GISAID,5460,56,1,Yes,UNK,0,,
Croatia,HR,2021-01,GISAID,7265,11,0.2,Yes,UNK,0,,
Cyprus,CY,2021-01,GISAID,3100,0,0,Yes,UNK,0,,
Czechia,CZ,2021-01,GISAID,88893,201,0.2,Yes,UNK,1,,
Denmark,DK,2021-01,GISAID,14014,4139,29.5,Yes,UNK,0,,
Estonia,EE,2021-01,GISAID,4284,4,0.1,Yes,UNK,0,,
Finland,FI,2021-01,GISAID,1671,124,7.4,Yes,UNK,2,,
France,FR,2021-01,GISAID,123772,646,0.5,Yes,UNK,6,,
Germany,DE,2021-01,GISAID,145511,484,0.3,Yes,UNK,2,,
Greece,EL,2021-01,GISAID,4639,48,1,Yes,UNK,0,,
Greece,EL,2021-01,TESSy,4639,121,2.6,Yes,UNK,1,,
Hungary,HU,2021-01,GISAID,14805,8,0.1,Yes,UNK,0,,
Iceland,IS,2021-01,GISAID,144,102,70.8,Yes,UNK,2,,
Ireland,IE,2021-01,GISAID,45726,140,0.3,Yes,UNK,0,,
Italy,IT,2021-01,GISAID,121045,383,0.3,Yes,UNK,27,,
Latvia,LV,2021-01,GISAID,7071,3,0,Yes,UNK,0,,
Liechtenstein,LI,2021-01,GISAID,124,0,0,Yes,UNK,0,,
